TransID;ElemID
681580;126977
681581;78870
681581;97979
681581;126836
681587;127916
681589;127920
681595;79472
681595;111831
681595;112048
681595;112631
681595;113640
681595;122943
681595;124156
681595;124426
681595;124461
681595;129338
681598;129336
681606;114265
681608;129338
681613;122246
681616;123523
681616;126525
681620;126058
681625;125084
681625;128456
681625;128664
681625;129339
681625;129341
681625;129582
681628;107358
681628;124494
681628;124495
681628;124920
681628;129714
681630;92853
681630;118526
681633;126156
681636;101274
681636;109964
681636;113018
681636;122678
681636;124080
681636;124405
681636;125885
681636;127422
681636;127916
681636;129339
681638;112900
681641;69628
681641;69633
681641;112320
681641;122835
681641;124036
681641;125718
681641;126791
681641;128551
681644;96854
681647;126511
681651;119293
681653;102878
681653;108748
681656;122885
681658;114265
681665;128396
681665;129392
681667;122654
681667;124374
681671;105626
681671;122824
681679;122481
681683;123678
681683;126837
681683;129497
681688;128274
681688;129378
681690;128755
681694;103073
681694;110894
681694;122806
681694;125932
681694;129149
681695;128623
681695;129339
681697;116803
681697;116804
681697;124881
681699;103567
681700;129589
681702;95078
681710;105059
681713;129786
681714;124103
681717;120111
681717;122942
681717;123445
681720;107357
681720;121062
681721;95078
681728;103571
681732;123468
681732;124276
681732;125364
681732;126052
681732;129567
681734;123316
681741;68620
681741;122904
681741;126349
681749;77890
681752;124256
681757;93558
681757;111598
681758;63384
681758;64423
681758;100030
681758;100568
681758;101039
681758;101728
681758;103024
681758;105582
681758;106057
681758;108783
681758;109719
681758;119667
681758;120362
681758;122525
681758;123936
681758;125716
681758;125847
681758;125917
681758;126057
681758;126794
681758;126838
681758;126991
681758;127002
681758;128270
681758;128271
681758;128664
681758;128916
681758;128927
681758;129332
681758;129339
681758;129341
681758;129363
681758;129503
681763;113826
681763;117430
681763;122653
681763;122674
681763;122678
681763;125885
681763;128251
681763;128551
681763;129199
681763;129496
681763;129684
681763;129688
681764;123083
681764;125353
681764;128490
681765;79960
681765;102914
681765;122673
681765;122676
681765;122677
681765;128251
681765;128551
681765;129688
681770;99684
681770;99685
681770;122925
681770;124374
681770;124881
681770;126989
681770;129795
681773;124696
681776;91688
681776;101008
681776;121993
681776;123111
681780;127812
681780;128265
681786;106257
681786;112258
681786;112259
681786;122678
681786;125885
681786;127565
681786;128437
681786;128520
681786;128551
681786;128809
681786;129098
681786;129338
681786;129684
681787;123628
681789;87269
681789;88220
681789;100293
681789;101008
681794;105067
681796;98698
681796;127798
681800;121269
681801;117412
681804;122686
681804;124895
681804;129190
681805;101008
681805;118778
681808;103216
681808;118189
681808;125131
681808;126378
681813;124474
681814;122806
681817;102366
681820;123804
681824;129582
681827;99913
681827;101856
681827;123638
681827;128251
681827;128551
681827;129190
681827;129199
681827;129339
681830;79472
681830;103567
681830;114918
681830;122775
681830;128557
681830;129311
681832;115496
681842;122715
681842;125994
681842;127916
681842;128551
681842;129199
681846;87979
681846;106972
681846;106981
681848;96880
681849;96884
681849;122824
681849;129771
681852;128351
681852;129589
681856;122628
681856;126246
681857;128684
681861;93558
681861;116989
681861;122678
681861;125885
681866;64909
681866;102884
681866;128317
681872;127818
681872;129305
681874;83645
681876;80375
681877;125845
681879;93451
681883;101400
681883;123114
681886;122686
681886;129190
681887;119840
681887;125427
681890;115883
681893;32860
681893;111244
681893;124560
681893;126052
681893;127101
681894;109194
681894;109196
681894;110885
681898;124494
681898;129714
681903;101274
681905;91688
681905;95744
681907;128141
681911;119293
681911;123620
681911;125166
681911;129771
681923;98560
681923;119293
681930;91411
681931;66713
681931;82047
681931;108616
681931;114233
681931;125715
681931;127884
681931;128953
681931;128955
681931;129332
681931;129685
681934;122653
681937;129777
681940;50739
681944;106972
681947;102786
681950;101901
681957;48665
681957;55254
681957;89183
681957;92954
681957;98102
681957;109188
681957;119932
681957;120110
681957;120624
681957;122960
681957;124051
681957;124156
681957;124537
681957;124739
681957;124745
681957;127609
681957;127825
681957;128260
681957;128950
681959;122781
681962;128664
681962;129339
681962;129341
681965;117362
681965;122224
681965;129199
681965;129339
681968;104548
681969;102263
681969;105850
681972;127916
681975;116113
681982;128763
681985;127683
681990;81889
681998;100302
681998;103673
681998;111173
682002;69903
682004;100293
682004;127684
682015;91970
682021;122674
682021;124895
682042;99617
682049;79296
682049;128062
682053;128414
682059;92742
682059;94622
682059;95321
682059;107399
682059;112320
682059;112321
682059;122712
682059;124036
682059;124696
682059;126017
682059;128551
682059;129777
682073;92954
682073;127916
682074;93558
682074;122678
682074;125885
682074;128198
682083;101427
682083;122678
682083;124403
682083;125885
682083;125929
682083;129365
682084;126297
682090;119828
682094;90781
682094;99262
682099;81889
682117;95078
682124;99684
682124;99685
682124;122925
682127;121122
682129;37146
682129;92954
682129;98102
682129;98155
682129;125756
682130;129206
682140;96884
682140;100342
682140;122777
682140;128096
682148;102736
682148;122960
682149;123177
682154;102303
682154;111416
682154;123553
682154;123695
682154;123763
682154;127408
682154;127485
682154;127504
682158;122811
682162;104880
682162;111978
682162;123038
682162;123039
682162;128317
682165;107424
682166;94244
682166;98260
682166;103919
682166;118508
682166;120911
682170;97775
682170;106972
682170;122775
682170;128852
682170;128883
682170;129339
682171;127336
682176;125370
682176;127946
682176;128704
682184;107358
682184;128809
682185;129463
682192;128479
682200;118576
682204;88202
682206;107231
682206;123620
682206;129771
682211;100293
682211;109848
682212;128095
682218;93143
682225;106498
682225;129191
682226;102914
682226;114095
682230;105831
682230;111244
682233;90668
682241;126832
682246;110353
682247;88662
682259;124588
682265;101557
682265;122943
682265;122944
682265;122947
682265;126235
682266;103243
682273;123357
682273;128588
682273;129599
682281;127894
682284;127812
682288;77890
682288;107358
682291;127327
682292;122692
682292;122693
682295;122654
682299;128574
682304;98729
682304;99925
682304;118979
682304;128554
682307;124559
682312;124515
682315;128395
682315;128460
682317;123114
682329;122469
682335;107064
682335;126657
682335;128409
682335;128479
682335;129207
682340;122809
682340;124396
682343;124769
682346;129771
682348;88883
682355;71369
682355;125327
682360;110313
682360;122842
682360;122843
682366;102243
682366;105210
682369;91411
682374;96455
682374;96802
682380;120986
682380;120987
682380;129717
682385;128588
682388;115924
682392;91308
682392;126163
682392;127000
682392;128389
682395;91688
682395;101211
682396;113523
682397;129320
682403;103210
682403;104072
682409;89521
682409;110424
682409;123468
682411;104059
682411;122421
682411;126102
682411;127336
682412;79654
682414;104000
682418;73254
682418;100293
682421;121122
682427;115883
682427;127765
682427;127766
682429;125208
682430;102628
682430;108582
682430;119024
682430;120719
682431;126301
682436;107180
682438;96854
682441;126164
682441;126166
682441;126708
682443;127946
682443;129344
682452;122927
682452;125186
682452;127336
682452;127798
682454;78320
682456;122424
682456;125885
682463;60992
682463;113645
682466;97353
682472;114780
682477;116279
682481;102209
682481;120958
682481;125682
682483;97679
682483;99187
682483;101226
682487;92488
682487;104010
682487;114807
682491;97747
682491;103567
682491;122775
682491;123190
682491;123441
682491;128664
682491;129341
682491;129392
682497;98491
682497;111504
682497;122674
682497;128551
682504;79301
682508;125845
682511;123035
682519;94585
682519;126433
682521;97657
682540;48116
682540;67662
682540;75036
682540;90602
682540;92941
682540;92960
682540;100302
682540;101668
682540;102712
682540;104398
682540;109154
682540;111152
682540;113165
682540;120427
682540;122421
682540;122674
682540;122959
682540;122960
682540;123456
682540;123468
682540;123638
682540;124147
682540;124155
682540;124512
682540;124881
682540;125188
682540;125208
682540;125364
682540;125503
682540;125595
682540;125717
682540;125885
682540;126832
682540;126835
682540;127609
682540;127825
682540;128411
682540;128551
682540;128717
682546;126283
682547;71151
682547;71153
682547;71157
682547;97533
682550;59471
682550;102848
682550;117260
682550;124161
682557;84344
682557;84859
682557;101804
682557;102919
682557;103028
682557;106699
682557;114118
682557;114119
682557;114120
682557;117655
682557;123963
682557;124656
682557;124657
682559;103026
682559;114118
682559;114119
682559;122984
682559;123027
682561;114988
682561;125327
682565;91688
682565;109523
682565;123111
682565;128009
682566;109981
682566;121387
682571;104835
682571;125406
682580;102306
682595;110275
682595;123938
682605;96880
682617;96880
682617;120958
682625;77826
682630;63037
682630;87979
682630;106972
682630;124445
682639;125412
682639;128222
682640;106137
682644;103258
682646;129771
682655;105631
682655;105636
682656;127916
682664;103622
682669;107064
682669;111574
682669;124759
682672;124457
682672;129771
682674;105067
682674;127336
682679;115493
682679;127825
682691;120392
682691;123768
682694;88702
682694;99683
682694;122943
682697;114962
682697;124640
682698;104835
682698;125406
682707;122750
682707;125550
682707;129278
682709;123620
682709;129771
682712;93374
682712;125370
682724;126251
682728;122801
682742;99682
682742;110652
682742;122943
682742;124428
682743;124240
682743;124424
682747;95634
682747;124429
682747;125293
682751;71211
682751;104732
682751;126391
682752;124373
682755;125127
682757;107358
682757;125296
682763;127916
682765;114817
682771;127760
682772;128319
682773;123190
682773;123441
682773;128219
682780;117471
682781;129497
682783;124696
682794;92954
682794;125676
682796;79698
682796;101091
682800;123190
682802;87586
682802;107358
682802;117944
682802;120803
682802;126809
682802;128889
682803;83021
682807;124733
682811;94622
682811;124696
682816;126413
682816;129332
682818;119293
682827;106972
682840;104877
682840;127766
682843;125131
682843;125756
682845;124271
682850;123190
682851;83061
682851;106224
682851;109523
682851;122686
682851;123247
682851;126721
682851;127925
682851;128456
682851;128664
682851;128761
682851;129199
682851;129339
682851;129341
682852;126511
682859;127972
682866;78659
682868;125884
682868;126664
682868;127847
682868;129338
682877;126847
682878;127012
682881;104353
682881;126075
682887;96028
682895;124881
682895;126766
682899;91186
682899;91727
682899;124696
682900;95828
682902;88702
682902;89021
682903;102661
682903;102662
682903;128844
682905;128877
682910;124563
682910;124564
682911;125884
682911;127609
682926;98971
682926;107357
682926;129417
682928;93558
682928;125885
682935;101445
682939;122689
682939;122777
682939;127737
682939;127930
682939;128038
682939;129308
682939;129332
682942;90733
682942;96884
682942;115816
682942;126235
682942;127938
682942;129310
682942;129346
682942;129771
682943;101041
682943;124980
682951;88010
682951;88011
682958;129667
682962;127336
682963;124425
682963;126307
682974;129293
682976;98491
682976;118457
682976;127912
682977;98656
682977;122698
682981;128609
682985;103272
682990;127229
682990;129464
682992;52495
682992;87586
682992;97679
682992;99102
682992;117411
682992;121723
682992;122959
682992;123111
682992;123173
682992;123181
682992;123638
682992;124742
682992;124818
682992;125544
682992;126385
682992;127825
682992;129307
682992;129462
682996;102877
683001;122649
683001;122781
683001;123628
683001;124526
683001;124696
683001;125289
683001;125989
683001;128479
683001;128664
683001;129339
683001;129341
683002;96880
683002;96941
683002;112794
683002;113210
683002;120958
683002;129420
683003;108690
683003;120457
683013;129503
683014;127714
683019;98923
683022;107032
683027;99734
683027;124574
683029;125231
683037;84721
683037;115248
683037;116201
683037;122558
683037;123646
683037;125595
683037;125600
683043;95082
683043;122775
683043;128664
683043;129339
683043;129341
683074;110652
683074;110653
683074;123302
683074;123303
683074;128577
683076;93558
683076;125094
683076;125885
683076;128198
683078;46904
683078;73888
683078;82691
683078;122941
683078;122942
683078;128205
683083;126848
683088;90892
683088;92960
683088;98865
683088;105067
683088;122775
683088;125208
683088;126832
683090;91803
683093;104835
683095;127922
683096;95082
683099;114485
683103;97401
683103;112631
683108;128414
683111;127919
683120;103280
683122;99005
683125;119495
683125;129002
683127;98629
683128;106972
683128;111244
683128;122775
683133;128222
683136;92925
683136;104877
683139;77853
683140;105067
683140;112011
683140;124744
683150;88144
683150;115229
683150;127534
683150;128219
683150;129332
683154;93558
683154;97534
683154;104880
683154;111978
683154;114749
683154;122678
683154;124403
683154;124405
683154;125327
683154;125427
683154;125885
683154;127422
683164;122678
683167;93669
683167;127297
683167;128741
683169;129349
683170;88702
683170;99682
683170;99683
683170;112631
683170;122943
683170;126301
683171;125863
683175;66858
683175;68833
683175;88924
683175;91411
683175;98562
683175;103281
683175;108333
683175;110099
683175;116516
683175;122959
683175;123809
683175;123813
683175;124881
683175;126005
683175;126301
683175;126989
683175;128160
683175;129286
683175;129288
683175;129430
683178;127920
683189;122422
683189;128837
683191;122422
683191;128837
683193;91411
683193;113265
683193;127629
683202;117430
683202;122676
683202;122677
683202;128551
683202;129196
683202;129684
683206;128416
683207;103260
683213;122644
683214;127570
683215;46944
683221;102332
683227;129339
683230;101427
683230;106299
683230;122469
683230;123822
683230;124080
683230;124403
683230;124405
683230;128763
683238;78810
683248;30784
683248;99257
683248;99734
683248;110188
683248;113481
683248;122478
683248;122777
683248;127938
683248;128760
683248;129346
683250;121495
683254;79301
683254;125412
683262;79319
683265;79319
683265;91545
683265;93558
683265;97534
683265;121105
683265;122649
683265;124405
683267;103567
683267;129338
683273;102710
683273;102712
683274;105067
683274;107358
683274;122825
683274;124494
683274;124495
683274;124920
683276;127336
683279;115894
683279;126669
683281;128551
683281;129199
683284;124271
683291;111755
683293;92954
683293;110298
683293;127661
683295;104581
683295;106283
683295;106454
683295;122644
683295;124159
683295;126876
683303;129098
683307;97464
683312;128557
683319;83012
683319;106179
683321;97534
683321;124405
683321;127422
683321;128801
683323;123284
683325;97455
683327;89021
683329;95082
683329;106137
683329;122469
683329;123822
683331;128198
683335;101894
683337;100979
683337;123646
683337;123693
683337;124526
683347;122824
683347;124457
683347;127940
683347;129589
683347;129771
683350;62631
683350;121495
683355;91727
683360;103277
683361;123173
683361;123181
683361;128222
683366;93558
683366;122678
683366;125885
683378;93558
683378;104880
683378;111978
683378;127916
683378;128317
683378;128479
683378;128664
683378;129190
683378;129339
683378;129341
683387;124113
683392;82371
683392;91729
683392;123008
683392;125286
683392;129562
683397;111081
683401;126155
683405;107358
683405;126809
683405;128889
683406;122945
683410;106972
683410;107424
683413;36107
683413;126831
683416;34154
683417;106972
683419;129020
683424;97379
683430;79301
683430;82541
683430;120706
683430;126455
683430;127336
683430;127577
683430;129340
683430;129497
683431;127336
683437;124404
683438;122915
683440;101875
683440;101876
683440;119103
683441;128358
683443;129578
683448;115217
683449;106137
683449;121969
683451;91935
683451;103289
683455;124769
683456;79698
683456;101091
683464;127609
683465;124537
683465;124739
683465;124745
683466;123620
683467;129688
683473;128742
683475;97864
683475;122528
683475;125327
683475;129494
683476;99267
683477;42671
683477;122711
683477;127450
683477;127817
683477;128551
683477;129199
683480;119716
683485;127435
683485;129497
683493;109567
683500;91794
683500;96421
683500;98170
683500;107216
683500;108936
683500;109010
683500;121386
683503;125731
683504;92952
683504;100293
683504;112053
683504;127570
683506;79837
683506;122698
683506;128950
683511;104207
683511;124373
683511;125600
683513;106972
683515;90637
683519;128554
683522;99519
683522;99663
683522;123126
683522;128671
683522;129466
683523;100293
683523;105003
683526;126020
683529;100293
683529;127684
683531;119293
683531;122469
683531;127916
683533;102780
683533;108333
683533;122925
683533;122935
683533;122936
683536;127002
683541;126638
683552;128414
683556;33451
683556;79131
683556;96327
683556;101401
683556;102780
683556;105850
683556;122925
683556;126301
683556;126794
683562;124121
683567;120174
683567;124979
683572;91688
683572;122799
683572;123063
683572;125595
683572;125774
683575;127742
683581;112110
683581;112121
683582;98994
683584;121796
683584;126148
683591;124271
683593;128294
683596;98562
683596;121993
683596;123111
683600;127919
683602;111152
683608;119071
683608;129338
683616;128388
683616;129339
683618;99429
683618;103567
683618;104522
683618;109092
683618;114290
683618;122649
683618;122653
683618;122686
683618;122775
683618;124895
683618;126018
683618;126235
683618;127596
683618;127609
683618;127825
683618;127916
683618;129190
683618;129196
683618;129199
683618;129280
683618;129332
683618;129339
683618;129684
683618;129688
683618;129758
683621;122478
683621;122777
683621;129293
683622;108932
683626;116086
683632;81793
683634;109488
683635;91617
683635;128664
683635;129339
683635;129341
683639;119293
683643;82539
683645;124575
683645;129502
683650;102706
683650;112794
683650;124584
683652;99622
683652;115329
683656;97657
683656;122692
683657;124584
683659;125277
683662;105067
683668;88702
683668;102278
683668;102281
683670;112197
683670;123936
683670;126991
683672;80428
683672;92943
683672;92953
683672;98102
683672;100121
683672;106707
683672;112262
683672;116201
683672;122674
683672;122711
683672;122927
683672;122959
683672;122960
683672;123042
683672;123163
683672;123469
683672;123523
683672;123638
683672;124424
683672;125186
683672;125187
683672;125327
683672;125595
683672;126071
683672;126368
683672;126832
683672;126833
683672;126835
683672;129697
683676;129311
683681;46944
683681;95078
683681;125716
683681;126729
683685;126148
683688;65333
683688;125135
683695;110999
683707;111740
683713;92961
683713;129271
683716;103622
683723;78393
683724;129497
683725;100022
683730;115224
683732;101796
683732;124655
683738;97657
683740;102789
683744;129771
683747;124159
683747;124161
683747;124162
683747;127297
683748;118526
683748;124099
683748;125327
683748;127581
683754;22155
683759;53436
683763;119293
683763;122469
683769;99682
683769;99683
683769;122942
683769;122943
683769;127762
683771;129339
683775;102738
683775;122961
683775;124161
683775;126301
683775;127760
683776;105059
683776;126519
683776;127002
683787;89835
683787;97191
683787;116101
683787;122678
683787;124795
683787;126031
683787;129544
683788;126164
683792;125427
683792;125677
683792;126277
683793;122683
683793;127916
683793;129339
683794;104059
683802;125132
683802;129296
683803;102628
683813;102673
683818;92742
683818;122777
683823;126696
683834;128060
683834;129339
683836;103567
683836;115496
683836;122775
683840;102792
683840;102793
683841;93558
683841;122678
683841;125885
683841;128198
683847;122478
683847;122777
683847;126644
683847;128386
683847;129293
683847;129310
683850;125282
683854;129084
683856;128456
683861;127336
683861;128122
683863;127512
683863;128761
683871;116214
683876;95660
683876;125595
683876;127400
683876;128950
683886;96884
683886;123620
683886;127336
683886;129771
683889;122811
683898;88912
683898;94264
683898;96671
683901;122847
683901;127248
683904;128656
683908;95945
683915;59446
683919;128479
683921;127916
683924;91688
683924;123241
683924;125847
683924;125989
683924;126232
683924;128216
683924;128217
683924;129027
683924;129469
683925;106342
683927;126806
683927;128705
683928;123844
683930;91616
683932;122700
683932;122775
683932;128414
683936;91108
683936;116023
683936;120120
683938;104547
683939;127002
683942;102728
683942;122993
683942;125131
683942;125838
683942;127006
683944;97168
683944;120567
683944;122674
683944;124743
683944;124744
683944;126342
683944;128809
683944;129098
683945;88702
683945;89021
683958;73818
683958;122022
683958;122959
683958;123611
683966;124494
683966;124495
683966;124920
683972;102662
683972;116873
683972;123952
683972;123953
683972;123954
683972;123955
683972;124881
683973;127002
683980;126372
683983;127002
683988;123977
683994;112155
683998;111608
684005;124103
684007;86327
684008;97864
684008;125327
684008;129494
684014;104207
684014;125600
684021;97534
684021;122678
684021;125885
684031;91038
684031;104877
684034;92816
684034;96689
684034;122775
684034;124696
684041;96884
684041;129771
684042;119293
684062;123977
684064;78810
684064;94430
684064;108513
684064;109523
684064;122674
684064;122686
684064;122704
684064;122710
684064;122775
684064;123034
684064;123638
684064;124461
684064;124916
684064;125884
684064;126246
684064;126317
684064;127350
684064;128852
684064;129190
684064;129199
684064;129280
684064;129339
684064;129582
684064;129684
684067;124080
684067;124403
684067;126836
684067;127002
684067;128588
684067;128614
684071;124162
684073;129346
684074;101091
684074;117131
684083;103352
684087;128490
684088;127947
684093;104877
684093;112098
684096;124361
684097;105850
684097;120976
684101;127458
684101;129503
684102;108582
684106;112139
684110;105945
684114;63020
684114;91274
684114;93558
684114;121909
684114;122588
684118;71275
684118;92133
684118;105849
684118;107358
684118;123024
684118;125327
684118;129494
684124;124418
684127;103308
684133;83061
684133;123042
684133;128165
684133;128456
684133;128551
684134;126385
684136;123316
684137;107479
684141;100697
684141;104601
684158;123668
684159;101091
684164;85808
684169;122588
684169;128350
684174;128588
684179;91688
684179;116555
684190;126235
684190;129206
684195;98843
684195;100293
684195;102895
684195;119945
684195;120120
684195;121509
684195;123047
684195;123316
684195;126235
684195;127314
684195;129300
684195;129436
684198;113696
684198;129323
684200;91545
684200;121105
684200;128317
684202;106299
684202;128614
684202;128625
684208;91032
684211;122825
684211;127336
684213;108458
684213;121076
684216;77862
684216;123081
684216;127564
684216;127565
684219;128844
684221;123914
684225;129339
684227;79070
684227;90865
684227;96732
684227;112794
684227;113210
684227;120958
684227;122368
684227;129420
684229;62383
684229;119151
684229;128175
684232;129339
684237;129339
